location,category,time,rating,n
1,buildings,2020-04-06T17:40:00Z,10,1
1,buildings,2020-04-06T17:45:00Z,4,1
1,buildings,2020-04-06T17:50:00Z,0,1
1,buildings,2020-04-06T17:55:00Z,8,1
1,buildings,2020-04-06T18:05:00Z,0,2
1,buildings,2020-04-06T19:05:00Z,10,1
1,buildings,2020-04-06T19:15:00Z,4,1
1,buildings,2020-04-06T19:20:00Z,1,1
1,buildings,2020-04-06T19:30:00Z,3,1
1,buildings,2020-04-06T19:45:00Z,1,1
1,buildings,2020-04-06T19:45:00Z,7,1
1,buildings,2020-04-06T20:35:00Z,10,1
1,buildings,2020-04-06T20:45:00Z,-0,1
1,buildings,2020-04-06T21:35:00Z,4,1
1,buildings,2020-04-06T21:45:00Z,10,1
1,buildings,2020-04-06T22:00:00Z,3,1
1,buildings,2020-04-06T22:00:00Z,9,1
1,buildings,2020-04-06T22:15:00Z,10,1
1,buildings,2020-04-06T22:20:00Z,10,1
1,buildings,2020-04-06T22:25:00Z,4,1
1,buildings,2020-04-06T22:45:00Z,5,1
1,buildings,2020-04-06T23:35:00Z,6,1
1,buildings,2020-04-06T23:40:00Z,5,1
1,buildings,2020-04-07T00:00:00Z,0,1
1,buildings,2020-04-07T00:55:00Z,5,1
1,buildings,2020-04-07T01:05:00Z,6,1
1,buildings,2020-04-07T01:10:00Z,1,1
1,buildings,2020-04-07T01:15:00Z,10,1
1,buildings,2020-04-07T01:35:00Z,10,1
1,buildings,2020-04-07T01:50:00Z,10,1
1,buildings,2020-04-07T02:00:00Z,1,1
1,buildings,2020-04-07T02:45:00Z,7,1
1,buildings,2020-04-07T02:50:00Z,10,1
1,buildings,2020-04-07T02:55:00Z,1,1
1,buildings,2020-04-07T03:15:00Z,4,1
1,buildings,2020-04-07T03:50:00Z,2,1
1,buildings,2020-04-07T03:50:00Z,4,1
1,buildings,2020-04-07T04:35:00Z,3,1
1,buildings,2020-04-07T04:50:00Z,2,1
1,buildings,2020-04-07T04:55:00Z,10,1
1,buildings,2020-04-07T05:20:00Z,2,1
1,buildings,2020-04-07T05:25:00Z,9,1
1,buildings,2020-04-07T05:50:00Z,7,1
1,buildings,2020-04-07T06:25:00Z,6,1
1,buildings,2020-04-07T06:30:00Z,3,1
1,buildings,2020-04-07T06:30:00Z,10,1
1,buildings,2020-04-07T07:10:00Z,8,1
1,buildings,2020-04-07T07:25:00Z,8,1
1,buildings,2020-04-07T07:35:00Z,10,1
1,buildings,2020-04-07T07:45:00Z,1,1
1,buildings,2020-04-07T07:50:00Z,10,1
1,buildings,2020-04-07T08:25:00Z,3,1
1,buildings,2020-04-07T08:25:00Z,4,1
1,buildings,2020-04-07T08:45:00Z,8,1
1,buildings,2020-04-07T08:50:00Z,9,1
1,buildings,2020-04-07T09:20:00Z,5,1
1,buildings,2020-04-07T09:20:00Z,10,1
1,buildings,2020-04-07T09:50:00Z,1,1
1,buildings,2020-04-07T09:55:00Z,2,1
1,buildings,2020-04-07T10:00:00Z,4,1
1,buildings,2020-04-07T10:45:00Z,9,1
1,buildings,2020-04-07T10:50:00Z,2,1
1,buildings,2020-04-07T11:05:00Z,5,1
1,buildings,2020-04-07T11:10:00Z,10,1
1,buildings,2020-04-07T11:30:00Z,9,1
1,buildings,2020-04-07T11:40:00Z,0,1
1,buildings,2020-04-07T11:50:00Z,10,1
1,buildings,2020-04-07T12:10:00Z,6,1
1,buildings,2020-04-07T12:10:00Z,9,1
1,buildings,2020-04-07T12:50:00Z,4,1
1,buildings,2020-04-07T13:25:00Z,2,1
1,buildings,2020-04-07T13:25:00Z,9,1
1,buildings,2020-04-07T13:50:00Z,8,1
1,buildings,2020-04-07T14:10:00Z,4,1
1,buildings,2020-04-07T14:15:00Z,0,1
1,buildings,2020-04-07T14:25:00Z,9,1
1,buildings,2020-04-07T15:20:00Z,2,1
1,buildings,2020-04-07T16:00:00Z,9,1
1,buildings,2020-04-07T16:35:00Z,10,1
1,buildings,2020-04-07T17:25:00Z,4,1
1,buildings,2020-04-07T17:40:00Z,6,1
1,buildings,2020-04-07T18:40:00Z,6,1
1,buildings,2020-04-07T19:10:00Z,1,2
1,buildings,2020-04-07T19:40:00Z,5,1
1,buildings,2020-04-07T20:05:00Z,10,1
1,buildings,2020-04-07T20:15:00Z,3,1
1,buildings,2020-04-07T20:15:00Z,10,1
1,buildings,2020-04-07T20:30:00Z,7,1
1,buildings,2020-04-07T20:50:00Z,0,1
1,buildings,2020-04-07T20:55:00Z,8,1
1,buildings,2020-04-07T21:20:00Z,1,1
1,buildings,2020-04-07T21:35:00Z,4,1
1,buildings,2020-04-07T22:00:00Z,0,1
1,buildings,2020-04-07T22:00:00Z,2,1
1,buildings,2020-04-07T23:05:00Z,10,1
1,buildings,2020-04-07T23:30:00Z,7,1
1,buildings,2020-04-07T23:35:00Z,10,1
1,buildings,2020-04-07T23:45:00Z,8,1
1,buildings,2020-04-07T23:55:00Z,3,1
1,buildings,2020-04-08T00:50:00Z,3,1
1,buildings,2020-04-08T00:50:00Z,10,1
1,buildings,2020-04-08T01:45:00Z,5,1
1,buildings,2020-04-08T01:45:00Z,10,1
1,buildings,2020-04-08T02:30:00Z,3,1
1,buildings,2020-04-08T02:50:00Z,9,1
1,buildings,2020-04-08T02:50:00Z,10,1
1,buildings,2020-04-08T03:00:00Z,7,1
1,buildings,2020-04-08T03:25:00Z,6,1
1,buildings,2020-04-08T03:40:00Z,6,1
1,buildings,2020-04-08T03:45:00Z,1,1
1,buildings,2020-04-08T04:10:00Z,10,1
1,buildings,2020-04-08T04:20:00Z,3,1
1,buildings,2020-04-08T04:25:00Z,10,1
1,buildings,2020-04-08T04:30:00Z,8,1
1,buildings,2020-04-08T04:40:00Z,6,1
1,buildings,2020-04-08T05:40:00Z,10,1
1,buildings,2020-04-08T06:25:00Z,5,1
1,buildings,2020-04-08T06:25:00Z,8,1
1,buildings,2020-04-08T06:45:00Z,5,1
1,buildings,2020-04-08T06:45:00Z,6,1
1,buildings,2020-04-08T06:50:00Z,5,1
1,buildings,2020-04-08T06:50:00Z,9,1
1,buildings,2020-04-08T07:00:00Z,1,1
1,buildings,2020-04-08T07:00:00Z,3,1
1,buildings,2020-04-08T07:10:00Z,6,1
1,buildings,2020-04-08T07:25:00Z,7,1
1,buildings,2020-04-08T07:40:00Z,10,1
1,buildings,2020-04-08T07:55:00Z,2,1
1,buildings,2020-04-08T08:15:00Z,8,1
1,buildings,2020-04-08T08:35:00Z,1,1
1,buildings,2020-04-08T08:35:00Z,2,1
1,buildings,2020-04-08T08:35:00Z,3,1
1,buildings,2020-04-08T08:35:00Z,7,3
1,buildings,2020-04-08T08:35:00Z,8,10
1,buildings,2020-04-08T08:35:00Z,9,5
1,buildings,2020-04-08T08:35:00Z,10,1
1,buildings,2020-04-08T08:40:00Z,1,4
1,buildings,2020-04-08T08:40:00Z,2,7
1,buildings,2020-04-08T08:40:00Z,3,1
1,buildings,2020-04-08T08:40:00Z,7,9
1,buildings,2020-04-08T08:40:00Z,8,18
1,buildings,2020-04-08T08:40:00Z,9,14
1,buildings,2020-04-08T08:40:00Z,10,2
1,buildings,2020-04-08T08:45:00Z,1,5
1,buildings,2020-04-08T08:45:00Z,2,9
1,buildings,2020-04-08T08:45:00Z,3,4
1,buildings,2020-04-08T08:45:00Z,6,2
1,buildings,2020-04-08T08:45:00Z,7,10
1,buildings,2020-04-08T08:45:00Z,8,36
1,buildings,2020-04-08T08:45:00Z,9,17
1,buildings,2020-04-08T08:45:00Z,10,2
1,buildings,2020-04-08T08:50:00Z,1,5
1,buildings,2020-04-08T08:50:00Z,2,14
1,buildings,2020-04-08T08:50:00Z,3,2
1,buildings,2020-04-08T08:50:00Z,6,2
1,buildings,2020-04-08T08:50:00Z,7,11
1,buildings,2020-04-08T08:50:00Z,8,23
1,buildings,2020-04-08T08:50:00Z,9,9
1,buildings,2020-04-08T08:55:00Z,0,2
1,buildings,2020-04-08T08:55:00Z,1,1
1,buildings,2020-04-08T08:55:00Z,2,8
1,buildings,2020-04-08T08:55:00Z,3,2
1,buildings,2020-04-08T08:55:00Z,6,1
1,buildings,2020-04-08T08:55:00Z,7,8
1,buildings,2020-04-08T08:55:00Z,8,27
1,buildings,2020-04-08T08:55:00Z,9,11
1,buildings,2020-04-08T08:55:00Z,10,1
1,buildings,2020-04-08T09:00:00Z,1,4
1,buildings,2020-04-08T09:00:00Z,2,10
1,buildings,2020-04-08T09:00:00Z,3,5
1,buildings,2020-04-08T09:00:00Z,7,12
1,buildings,2020-04-08T09:00:00Z,8,22
1,buildings,2020-04-08T09:00:00Z,9,8
1,buildings,2020-04-08T09:00:00Z,10,1
1,buildings,2020-04-08T09:05:00Z,1,4
1,buildings,2020-04-08T09:05:00Z,2,8
1,buildings,2020-04-08T09:05:00Z,3,6
1,buildings,2020-04-08T09:05:00Z,7,4
1,buildings,2020-04-08T09:05:00Z,8,16
1,buildings,2020-04-08T09:05:00Z,9,5
1,buildings,2020-04-08T09:10:00Z,0,1
1,buildings,2020-04-08T09:10:00Z,1,2
1,buildings,2020-04-08T09:10:00Z,2,11
1,buildings,2020-04-08T09:10:00Z,3,3
1,buildings,2020-04-08T09:10:00Z,7,8
1,buildings,2020-04-08T09:10:00Z,8,18
1,buildings,2020-04-08T09:10:00Z,9,13
1,buildings,2020-04-08T09:10:00Z,10,1
1,buildings,2020-04-08T09:15:00Z,0,1
1,buildings,2020-04-08T09:15:00Z,1,3
1,buildings,2020-04-08T09:15:00Z,2,4
1,buildings,2020-04-08T09:15:00Z,3,3
1,buildings,2020-04-08T09:15:00Z,4,1
1,buildings,2020-04-08T09:15:00Z,7,8
1,buildings,2020-04-08T09:15:00Z,8,12
1,buildings,2020-04-08T09:15:00Z,9,6
1,buildings,2020-04-08T09:15:00Z,10,1
1,buildings,2020-04-08T09:20:00Z,1,5
1,buildings,2020-04-08T09:20:00Z,2,8
1,buildings,2020-04-08T09:20:00Z,3,2
1,buildings,2020-04-08T09:20:00Z,7,3
1,buildings,2020-04-08T09:20:00Z,8,10
1,buildings,2020-04-08T09:20:00Z,9,12
1,buildings,2020-04-08T09:20:00Z,10,1
1,buildings,2020-04-08T09:25:00Z,1,2
1,buildings,2020-04-08T09:25:00Z,2,15
1,buildings,2020-04-08T09:25:00Z,3,4
1,buildings,2020-04-08T09:25:00Z,4,1
1,buildings,2020-04-08T09:25:00Z,7,7
1,buildings,2020-04-08T09:25:00Z,8,8
1,buildings,2020-04-08T09:25:00Z,9,2
1,buildings,2020-04-08T09:25:00Z,10,1
1,buildings,2020-04-08T09:30:00Z,0,1
1,buildings,2020-04-08T09:30:00Z,1,2
1,buildings,2020-04-08T09:30:00Z,2,3
1,buildings,2020-04-08T09:30:00Z,3,2
1,buildings,2020-04-08T09:30:00Z,7,5
1,buildings,2020-04-08T09:30:00Z,8,9
1,buildings,2020-04-08T09:30:00Z,9,6
1,buildings,2020-04-08T09:30:00Z,10,1
1,buildings,2020-04-08T09:35:00Z,1,4
1,buildings,2020-04-08T09:35:00Z,2,8
1,buildings,2020-04-08T09:35:00Z,3,4
1,buildings,2020-04-08T09:35:00Z,7,4
1,buildings,2020-04-08T09:35:00Z,8,12
1,buildings,2020-04-08T09:35:00Z,9,5
1,buildings,2020-04-08T09:35:00Z,10,1
1,buildings,2020-04-08T09:40:00Z,0,1
1,buildings,2020-04-08T09:40:00Z,1,3
1,buildings,2020-04-08T09:40:00Z,2,9
1,buildings,2020-04-08T09:40:00Z,7,3
1,buildings,2020-04-08T09:40:00Z,8,14
1,buildings,2020-04-08T09:40:00Z,9,5
1,buildings,2020-04-08T09:45:00Z,1,8
1,buildings,2020-04-08T09:45:00Z,2,5
1,buildings,2020-04-08T09:45:00Z,3,3
1,buildings,2020-04-08T09:45:00Z,6,1
1,buildings,2020-04-08T09:45:00Z,7,2
1,buildings,2020-04-08T09:45:00Z,8,10
1,buildings,2020-04-08T09:45:00Z,9,7
1,buildings,2020-04-08T09:50:00Z,1,4
1,buildings,2020-04-08T09:50:00Z,2,9
1,buildings,2020-04-08T09:50:00Z,3,5
1,buildings,2020-04-08T09:50:00Z,7,3
1,buildings,2020-04-08T09:50:00Z,8,3
1,buildings,2020-04-08T09:50:00Z,9,3
1,buildings,2020-04-08T09:55:00Z,1,4
1,buildings,2020-04-08T09:55:00Z,2,7
1,buildings,2020-04-08T09:55:00Z,3,4
1,buildings,2020-04-08T09:55:00Z,7,2
1,buildings,2020-04-08T09:55:00Z,8,9
1,buildings,2020-04-08T09:55:00Z,9,7
1,buildings,2020-04-08T10:00:00Z,1,3
1,buildings,2020-04-08T10:00:00Z,2,8
1,buildings,2020-04-08T10:00:00Z,3,2
1,buildings,2020-04-08T10:00:00Z,7,4
1,buildings,2020-04-08T10:00:00Z,8,4
1,buildings,2020-04-08T10:00:00Z,9,5
1,buildings,2020-04-08T10:05:00Z,0,1
1,buildings,2020-04-08T10:05:00Z,1,3
1,buildings,2020-04-08T10:05:00Z,2,7
1,buildings,2020-04-08T10:05:00Z,3,3
1,buildings,2020-04-08T10:05:00Z,7,8
1,buildings,2020-04-08T10:05:00Z,8,8
1,buildings,2020-04-08T10:05:00Z,9,5
1,buildings,2020-04-08T10:10:00Z,1,4
1,buildings,2020-04-08T10:10:00Z,2,5
1,buildings,2020-04-08T10:10:00Z,3,4
1,buildings,2020-04-08T10:10:00Z,7,3
1,buildings,2020-04-08T10:10:00Z,8,5
1,buildings,2020-04-08T10:10:00Z,9,4
1,buildings,2020-04-08T10:10:00Z,10,1
1,buildings,2020-04-08T10:15:00Z,0,1
1,buildings,2020-04-08T10:15:00Z,1,2
1,buildings,2020-04-08T10:15:00Z,2,5
1,buildings,2020-04-08T10:15:00Z,3,4
1,buildings,2020-04-08T10:15:00Z,7,2
1,buildings,2020-04-08T10:15:00Z,8,4
1,buildings,2020-04-08T10:15:00Z,9,3
1,buildings,2020-04-08T10:20:00Z,1,2
1,buildings,2020-04-08T10:20:00Z,2,1
1,buildings,2020-04-08T10:20:00Z,3,2
1,buildings,2020-04-08T10:20:00Z,4,1
1,buildings,2020-04-08T10:25:00Z,1,3
1,buildings,2020-04-08T10:25:00Z,2,5
1,buildings,2020-04-08T10:25:00Z,3,6
1,buildings,2020-04-08T10:25:00Z,4,1
1,buildings,2020-04-08T10:30:00Z,1,1
1,buildings,2020-04-08T10:30:00Z,2,7
1,buildings,2020-04-08T10:30:00Z,3,4
1,buildings,2020-04-08T10:35:00Z,0,1
1,buildings,2020-04-08T10:35:00Z,1,2
1,buildings,2020-04-08T10:35:00Z,2,9
1,buildings,2020-04-08T10:35:00Z,3,3
1,buildings,2020-04-08T10:40:00Z,1,2
1,buildings,2020-04-08T10:40:00Z,2,4
1,buildings,2020-04-08T10:40:00Z,3,2
1,buildings,2020-04-08T10:40:00Z,4,1
1,buildings,2020-04-08T10:45:00Z,1,3
1,buildings,2020-04-08T10:45:00Z,2,5
1,buildings,2020-04-08T10:45:00Z,3,3
1,buildings,2020-04-08T10:50:00Z,1,2
1,buildings,2020-04-08T10:50:00Z,2,7
1,buildings,2020-04-08T10:50:00Z,3,3
1,buildings,2020-04-08T10:50:00Z,8,1
1,buildings,2020-04-08T10:55:00Z,0,1
1,buildings,2020-04-08T10:55:00Z,1,1
1,buildings,2020-04-08T10:55:00Z,2,5
1,buildings,2020-04-08T10:55:00Z,3,2
1,buildings,2020-04-08T11:00:00Z,1,1
1,buildings,2020-04-08T11:00:00Z,2,14
1,buildings,2020-04-08T11:05:00Z,1,2
1,buildings,2020-04-08T11:05:00Z,2,9
1,buildings,2020-04-08T11:05:00Z,3,2
1,buildings,2020-04-08T11:10:00Z,1,1
1,buildings,2020-04-08T11:10:00Z,2,5
1,buildings,2020-04-08T11:15:00Z,1,1
1,buildings,2020-04-08T11:15:00Z,2,7
1,buildings,2020-04-08T11:15:00Z,3,1
1,buildings,2020-04-08T11:20:00Z,1,4
1,buildings,2020-04-08T11:20:00Z,2,2
1,buildings,2020-04-08T11:20:00Z,3,1
1,buildings,2020-04-08T11:25:00Z,1,1
1,buildings,2020-04-08T11:25:00Z,2,4
1,buildings,2020-04-08T11:25:00Z,3,1
1,buildings,2020-04-08T11:25:00Z,4,1
1,buildings,2020-04-08T11:30:00Z,1,2
1,buildings,2020-04-08T11:30:00Z,2,3
1,buildings,2020-04-08T11:30:00Z,3,2
1,buildings,2020-04-08T11:35:00Z,1,2
1,buildings,2020-04-08T11:35:00Z,2,2
1,buildings,2020-04-08T11:40:00Z,1,1
1,buildings,2020-04-08T11:40:00Z,2,1
1,buildings,2020-04-08T11:40:00Z,3,2
1,buildings,2020-04-08T11:45:00Z,2,4
1,buildings,2020-04-08T11:50:00Z,1,2
1,buildings,2020-04-08T11:50:00Z,2,3
1,buildings,2020-04-08T11:50:00Z,3,2
1,buildings,2020-04-08T11:55:00Z,1,4
1,buildings,2020-04-08T11:55:00Z,2,2
1,buildings,2020-04-08T11:55:00Z,3,2
1,buildings,2020-04-08T12:00:00Z,2,3
1,buildings,2020-04-08T12:05:00Z,2,1
1,buildings,2020-04-08T12:05:00Z,3,3
1,buildings,2020-04-08T12:10:00Z,1,1
1,buildings,2020-04-08T12:10:00Z,2,4
1,buildings,2020-04-08T12:10:00Z,3,1
1,buildings,2020-04-08T12:10:00Z,10,1
1,buildings,2020-04-08T12:15:00Z,2,1
1,buildings,2020-04-08T12:15:00Z,3,4
1,buildings,2020-04-08T12:20:00Z,1,1
1,buildings,2020-04-08T12:20:00Z,2,1
1,buildings,2020-04-08T12:20:00Z,3,1
1,buildings,2020-04-08T12:30:00Z,1,1
1,buildings,2020-04-08T12:35:00Z,2,2
1,buildings,2020-04-08T12:35:00Z,3,1
1,buildings,2020-04-08T12:40:00Z,-0,1
1,buildings,2020-04-08T12:40:00Z,1,1
1,buildings,2020-04-08T12:40:00Z,3,1
1,buildings,2020-04-08T12:45:00Z,2,5
1,buildings,2020-04-08T12:45:00Z,3,1
1,buildings,2020-04-08T12:50:00Z,2,1
1,buildings,2020-04-08T12:50:00Z,3,2
1,buildings,2020-04-08T12:55:00Z,0,1
1,buildings,2020-04-08T12:55:00Z,2,3
1,buildings,2020-04-08T13:00:00Z,1,2
1,buildings,2020-04-08T13:00:00Z,2,1
1,buildings,2020-04-08T13:05:00Z,1,1
1,buildings,2020-04-08T13:05:00Z,3,1
1,buildings,2020-04-08T13:10:00Z,3,1
1,buildings,2020-04-08T13:10:00Z,8,1
1,buildings,2020-04-08T13:15:00Z,1,3
1,buildings,2020-04-08T13:15:00Z,2,1
1,buildings,2020-04-08T13:20:00Z,2,1
1,buildings,2020-04-08T13:20:00Z,3,1
1,buildings,2020-04-08T13:20:00Z,4,1
1,buildings,2020-04-08T13:20:00Z,8,1
1,buildings,2020-04-08T13:35:00Z,1,1
1,buildings,2020-04-08T13:35:00Z,3,1
1,buildings,2020-04-08T13:40:00Z,2,1
1,buildings,2020-04-08T13:45:00Z,2,3
1,buildings,2020-04-08T13:45:00Z,3,1
1,buildings,2020-04-08T13:50:00Z,1,1
1,buildings,2020-04-08T13:55:00Z,2,1
1,buildings,2020-04-08T14:00:00Z,2,1
1,buildings,2020-04-08T14:05:00Z,2,1
1,buildings,2020-04-08T14:05:00Z,4,1
1,buildings,2020-04-08T14:10:00Z,2,2
1,buildings,2020-04-08T14:10:00Z,6,1
1,buildings,2020-04-08T14:15:00Z,1,1
1,buildings,2020-04-08T14:15:00Z,10,1
1,buildings,2020-04-08T14:25:00Z,2,1
1,buildings,2020-04-08T14:30:00Z,1,1
1,buildings,2020-04-08T14:35:00Z,2,1
1,buildings,2020-04-08T14:35:00Z,6,1
1,buildings,2020-04-08T14:40:00Z,2,1
1,buildings,2020-04-08T14:45:00Z,1,1
1,buildings,2020-04-08T15:10:00Z,2,1
1,buildings,2020-04-08T15:30:00Z,6,1
1,buildings,2020-04-08T15:40:00Z,3,1
1,buildings,2020-04-08T15:50:00Z,2,1
1,buildings,2020-04-08T16:05:00Z,2,1
1,buildings,2020-04-08T16:15:00Z,1,1
1,buildings,2020-04-08T16:15:00Z,2,1
1,buildings,2020-04-08T16:15:00Z,9,1
1,buildings,2020-04-08T16:20:00Z,1,1
1,buildings,2020-04-08T16:20:00Z,2,1
1,buildings,2020-04-08T16:25:00Z,8,1
1,buildings,2020-04-08T17:15:00Z,1,1
1,buildings,2020-04-08T17:15:00Z,3,1
1,buildings,2020-04-08T17:25:00Z,7,1
1,buildings,2020-04-08T17:45:00Z,2,1
1,buildings,2020-04-08T17:50:00Z,8,1
1,buildings,2020-04-08T18:15:00Z,5,1
1,buildings,2020-04-08T18:55:00Z,10,1
1,buildings,2020-04-08T19:50:00Z,7,1
1,buildings,2020-04-08T20:00:00Z,10,1
1,buildings,2020-04-08T20:10:00Z,4,1
1,buildings,2020-04-08T20:15:00Z,1,1
1,buildings,2020-04-08T20:20:00Z,5,1
1,buildings,2020-04-08T20:25:00Z,1,1
1,buildings,2020-04-08T20:25:00Z,10,1
1,buildings,2020-04-08T20:40:00Z,10,1
1,buildings,2020-04-08T20:55:00Z,4,1
1,buildings,2020-04-08T21:05:00Z,8,1
1,buildings,2020-04-08T21:10:00Z,10,1
1,buildings,2020-04-08T21:15:00Z,2,1
1,buildings,2020-04-08T21:20:00Z,10,1
1,buildings,2020-04-08T21:45:00Z,10,1
1,buildings,2020-04-08T22:10:00Z,8,1
1,buildings,2020-04-08T22:20:00Z,4,1
1,buildings,2020-04-08T22:25:00Z,6,1
1,buildings,2020-04-08T22:25:00Z,10,1
1,buildings,2020-04-08T22:30:00Z,5,1
1,buildings,2020-04-08T22:35:00Z,8,1
1,buildings,2020-04-08T22:45:00Z,10,1
1,buildings,2020-04-08T22:55:00Z,3,1
1,buildings,2020-04-08T22:55:00Z,5,1
1,buildings,2020-04-08T23:05:00Z,1,1
1,buildings,2020-04-09T00:20:00Z,10,1
1,buildings,2020-04-09T00:35:00Z,8,1
1,buildings,2020-04-09T00:45:00Z,10,1
1,buildings,2020-04-09T01:25:00Z,3,1
1,buildings,2020-04-09T01:40:00Z,7,1
1,buildings,2020-04-09T01:50:00Z,9,1
1,buildings,2020-04-09T02:00:00Z,0,1
1,buildings,2020-04-09T02:05:00Z,2,1
1,buildings,2020-04-09T02:10:00Z,8,1
1,buildings,2020-04-09T02:10:00Z,10,1
1,buildings,2020-04-09T02:35:00Z,5,1
1,buildings,2020-04-09T03:30:00Z,1,1
1,buildings,2020-04-09T03:40:00Z,6,1
1,buildings,2020-04-09T04:20:00Z,4,1
1,buildings,2020-04-09T04:45:00Z,2,1
1,buildings,2020-04-09T04:45:00Z,10,1
1,buildings,2020-04-09T05:15:00Z,6,1
1,buildings,2020-04-09T05:30:00Z,2,1
1,buildings,2020-04-09T05:30:00Z,10,1
1,buildings,2020-04-09T06:15:00Z,4,1
1,buildings,2020-04-09T06:20:00Z,5,1
1,buildings,2020-04-09T06:25:00Z,4,1
1,buildings,2020-04-09T06:45:00Z,2,1
1,buildings,2020-04-09T07:15:00Z,0,1
1,buildings,2020-04-09T07:35:00Z,5,1
1,buildings,2020-04-09T08:00:00Z,3,1
1,buildings,2020-04-09T08:05:00Z,10,1
1,buildings,2020-04-09T08:25:00Z,9,1
1,buildings,2020-04-09T08:30:00Z,4,1
1,buildings,2020-04-09T08:40:00Z,7,1
1,buildings,2020-04-09T09:20:00Z,5,1
1,buildings,2020-04-09T09:30:00Z,10,1
1,buildings,2020-04-09T09:45:00Z,0,1
1,buildings,2020-04-09T09:50:00Z,0,1
1,buildings,2020-04-09T10:00:00Z,10,1
1,buildings,2020-04-09T10:30:00Z,4,1
1,buildings,2020-04-09T10:50:00Z,0,1
1,buildings,2020-04-09T11:05:00Z,1,1
1,buildings,2020-04-09T11:05:00Z,10,1
1,buildings,2020-04-09T11:30:00Z,1,1
1,buildings,2020-04-09T11:35:00Z,0,1
1,buildings,2020-04-09T11:40:00Z,6,1
1,buildings,2020-04-09T11:40:00Z,7,1
1,buildings,2020-04-09T11:45:00Z,2,1
1,buildings,2020-04-09T11:55:00Z,8,1
